sig,m,avcol,chi
FGD~w,12,5.147058823529412,4
F_K~w,12,5.147058823529412,4
F@pzw,12,5.147058823529412,4
F?\|w,12,5.147058823529412,4
FCXzw,12,5.147058823529412,4
F?L~w,12,5.147058823529412,4
F?\zw,12,5.233333333333333,4
FALzw,12,5.233333333333333,4
F`Kzw,12,5.423076923076923,5
F@K~w,12,5.423076923076923,5
F@Mzw,12,5.423076923076923,5
F@Lzw,12,5.44,5
F@~v_,13,4.7,3
Fdhzo,13,4.777777777777778,3
F?~vg,13,4.8,3
F@r~o,13,4.85,3
F?~rw,13,4.85,3
FAN~o,13,4.85,3
FS\~_,13,4.853658536585366,3
FRY]w,13,4.853658536585366,3
FS\rw,13,4.871794871794871,3
FIM~o,13,4.871794871794871,3
FIL~o,13,4.888888888888889,3
F@vvo,13,4.9,3
FD^vO,13,4.923076923076923,3
FqLzo,13,4.945945945945946,3
FCx~g,13,4.945945945945946,3
FDZ^o,13,4.945945945945946,3
FPV^o,13,4.945945945945946,3
F@^uw,13,4.9714285714285715,3
FRX\w,13,4.9714285714285715,3
FC\vw,13,4.9714285714285715,3
FBZ\w,13,4.9714285714285715,3
FC^rw,13,4.9714285714285715,3
FPT~o,13,4.9714285714285715,3
F?^vw,13,4.9714285714285715,3
FP^Uw,13,4.972222222222222,3
FQqzw,13,5,3
F`dnw,13,5,3
F@^vo,13,5,4
FSpzw,13,5.0285714285714285,4
FFhmw,13,5.0285714285714285,4
FQl~_,13,5.0285714285714285,4
F@N~o,13,5.029411764705882,4
FXd]w,13,5.0588235294117645,4
F`l~_,13,5.0588235294117645,4
FdlrW,13,5.0588235294117645,4
FENjw,13,5.0606060606060606,4
FHN]w,13,5.0606060606060606,4
FXT\w,13,5.0606060606060606,4
FIN\w,13,5.0606060606060606,4
FySxw,13,5.0606060606060606,4
F`N^o,13,5.0606060606060606,4
FdW}w,13,5.09375,4
FRh]w,13,5.09375,4
F_lvw,13,5.09375,4
FPp}w,13,5.09375,4
FiK|w,13,5.09375,4
F[Szw,13,5.09375,4
FpL]w,13,5.129032258064516,4
F`qzw,13,5.133333333333334,4
F`L~o,13,5.133333333333334,4
FTXZw,13,5.133333333333334,4
FAY~w,13,5.133333333333334,4
F@rvw,13,5.133333333333334,4
FELnw,13,5.133333333333334,4
FEYzw,13,5.133333333333334,4
FKS~w,13,5.133333333333334,4
FGuzw,13,5.133333333333334,4
FDhzw,13,5.133333333333334,4
F@l~g,13,5.133333333333334,4
FKUzw,13,5.133333333333334,4
FiKzw,13,5.137931034482759,4
FIK~w,13,5.137931034482759,4
FIL|w,13,5.137931034482759,4
FHL}w,13,5.137931034482759,4
FoS~w,13,5.172413793103448,4
FEhzw,13,5.172413793103448,4
FcLzw,13,5.172413793103448,4
F_lzw,13,5.172413793103448,4
F`Uzw,13,5.172413793103448,4
FpLZw,13,5.214285714285714,4
F@d~w,13,5.222222222222222,4
FKdzw,13,5.222222222222222,4
F`L^w,13,5.222222222222222,4
F`o~w,13,5.222222222222222,4
F`NZw,13,5.222222222222222,4
F@N^w,13,5.222222222222222,4
FDYzw,13,5.222222222222222,4
FC\|w,13,5.222222222222222,4
F@l}w,13,5.222222222222222,4
F@lvw,13,5.222222222222222,4
FGF~w,13,5.222222222222222,4
F@p~w,13,5.222222222222222,4
F?N~w,13,5.222222222222222,4
F?l~w,13,5.222222222222222,4
F_L~w,13,5.222222222222222,4
FILzw,13,5.25,4
FAlzw,13,5.28,4
FHdzw,13,5.28,4
FC\zw,13,5.28,4
FAL~w,13,5.28,4
F?\~w,13,5.28,4
F`Mzw,13,5.454545454545454,5
F`K~w,13,5.476190476190476,5
F`Lzw,13,5.476190476190476,5
F@L~w,13,5.476190476190476,5
F@\|w,13,5.476190476190476,5
F@\zw,13,5.526315789473684,5
F}oxw,14,4.857142857142857,3
Fs\rw,14,4.857142857142857,3
FIN~o,14,4.875,3
F?~vw,14,4.966666666666667,3
FC~rw,14,4.966666666666667,3
FDZ~o,14,4.966666666666667,3
FBzvo,14,4.967741935483871,3
FJZ\w,14,5,3
FS\vw,14,5,3
FIm~g,14,5,3
FD^vW,14,5,3
F@~vg,14,5.033333333333333,4
F}hXw,14,5.068965517241379,4
FDx~g,14,5.111111111111111,4
FqL~o,14,5.111111111111111,4
F`^vo,14,5.111111111111111,4
F`N~o,14,5.115384615384615,4
F@~rw,14,5.115384615384615,4
Fdhzw,14,5.153846153846154,4
F{Szw,14,5.153846153846154,4
F@vvw,14,5.16,4
FiMzw,14,5.16,4
FEl~W,14,5.16,4
FKl~g,14,5.16,4
F`l~g,14,5.208333333333333,4
Fclzw,14,5.208333333333333,4
FRqzw,14,5.208333333333333,4
FTpzw,14,5.208333333333333,4
FD^fw,14,5.208333333333333,4
FHt|w,14,5.217391304347826,4
FIM~w,14,5.217391304347826,4
FiK~w,14,5.217391304347826,4
FI]|w,14,5.217391304347826,4
FHN^w,14,5.217391304347826,4
FhNZw,14,5.217391304347826,4
FdYzw,14,5.260869565217392,4
FTX^w,14,5.2727272727272725,4
FKuzw,14,5.2727272727272725,4
FS\zw,14,5.2727272727272725,4
FDxzw,14,5.2727272727272725,4
FDZ^w,14,5.2727272727272725,4
F`U~w,14,5.2727272727272725,4
F_l~w,14,5.2727272727272725,4
FIL~w,14,5.3,4
FBxzw,14,5.3,4
F`lvw,14,5.333333333333333,4
FqLzw,14,5.333333333333333,4
FK\|w,14,5.35,4
FElzw,14,5.35,4
F`N^w,14,5.35,4
FAN~w,14,5.35,4
F@r~w,14,5.35,4
F?^~w,14,5.35,4
FAl~w,14,5.35,4
FPT~w,14,5.35,4
FC\~w,14,5.35,4
F`\|w,14,5.5,5
F`L~w,14,5.529411764705882,5
F@N~w,14,5.529411764705882,5
FDlzw,14,5.529411764705882,5
F@l~w,14,5.529411764705882,5
F@\~w,14,5.5625,5
FD\zw,14,5.5625,5
F`\zw,14,5.5625,5
FB\zw,14,5.6923076923076925,5
Fs\vw,15,5,3
F]qzw,15,5,3
FI~tw,15,5,3
FqN~o,15,5.136363636363637,4
F{dzw,15,5.190476190476191,4
Fimzw,15,5.190476190476191,4
Frqzw,15,5.190476190476191,4
FJz\w,15,5.2,4
F@~vw,15,5.2,4
FD^~o,15,5.2,4
F`~rw,15,5.2,4
Fs\zw,15,5.25,4
Fhuzw,15,5.2631578947368425,4
FiM~w,15,5.2631578947368425,4
FFxzw,15,5.277777777777778,4
F{S~w,15,5.333333333333333,4
Fqlzw,15,5.333333333333333,4
FT\}w,15,5.352941176470588,4
FIm~w,15,5.352941176470588,4
FHu~w,15,5.352941176470588,4
FhN^w,15,5.352941176470588,4
FMlzw,15,5.375,4
FBx~w,15,5.375,4
FIN~w,15,5.375,4
FqL~w,15,5.4375,4
FQl~w,15,5.466666666666667,4
FEl~w,15,5.466666666666667,4
FDZ~w,15,5.466666666666667,4
F@v~w,15,5.466666666666667,4
F?~~w,15,5.466666666666667,4
Fdlzw,15,5.533333333333333,5
Fd\zw,15,5.571428571428571,5
F`l~w,15,5.571428571428571,5
F`\~w,15,5.615384615384615,5
F`N~w,15,5.615384615384615,5
FJ]|w,15,5.615384615384615,5
FD\~w,15,5.615384615384615,5
F@^~w,15,5.615384615384615,5
FB\~w,15,5.7272727272727275,5
FJ\|w,15,5.7272727272727275,5
FJ\zw,15,6.142857142857143,6
FF~vW,16,5,3
FMn~o,16,5.25,4
F\^]w,16,5.333333333333333,4
Fs\~w,16,5.333333333333333,4
FFx~w,16,5.357142857142857,4
F`~vw,16,5.357142857142857,4
F]\|w,16,5.357142857142857,4
Fql~w,16,5.461538461538462,4
FMl~w,16,5.5,4
FBz~w,16,5.5,4
Fj]|w,16,5.583333333333333,5
Fd\~w,16,5.636363636363637,5
FqN~w,16,5.636363636363637,5
Fr\zw,16,5.7,5
FT\~w,16,5.7,5
FD^~w,16,5.7,5
F`^~w,16,5.7,5
F@~~w,16,5.7,5
FB^~w,16,5.777777777777778,5
FR\~w,16,5.777777777777778,5
FJ\~w,16,6.166666666666667,6
F}lzw,17,5.333333333333333,4
FR~vw,17,5.5,4
FFz~w,17,5.5,4
Ft\~w,17,5.666666666666667,5
Fr\~w,17,5.75,5
Fd^~w,17,5.75,5
FJn~w,17,5.857142857142857,5
F`~~w,17,5.857142857142857,5
FB~~w,17,5.857142857142857,5
FJ^~w,17,6.2,6
F}l~w,18,5.5,4
Fr^~w,18,5.833333333333333,5
FR~~w,18,6,5
FF~~w,18,6,5
FJ~~w,18,6.25,6
Fr~~w,19,6,5
FN~~w,19,6.333333333333333,6
F^~~w,20,6.5,6
F~~~w,21,7,7
